id_persona	forma	interval_escolta	clip	small_subcadena	base_subcadena	small_limit_paraula	base_limit_paraula	consens_limit_paraula	text_small	text_base
pa-017	tirar endavant	49.85-56.15	clips/pa-017__tirar-endavant__49.85.wav	sí	no	sí	no	no	i les decisions que em perpugui tirar endavant,  amb tot el que era la justícia, l'immigració.	Les decisions com per poder tirant de van,  amb tot el que era la justícia, l'immigració.
pa-020	tirar endavant	33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav	no	no	no	no	no	i de tirant demà, i de...	de candidatura i de tirant davant i de...
pa-029	tirar endavant	56.73-63.23	clips/pa-029__tirar-endavant__56.73.wav	sí	sí	sí	sí	sí	i que véssim també d'autodisoldre per la incapacitat de poder tirar endavant.	i que veiem també d'autodisoldre per a l'incapacitat de poder tirar endavant.
pa-030	tirar endavant	185.61-192.15	clips/pa-030__tirar-endavant__185.61.wav	sí	sí	sí	sí	sí	d'acord? Doncs vam tirar endavant. Es va fer la connexió constituent.	Aquestem d'acord, vam tirar endavant.  Es va fer la conseqüència constituent.
pa-031	tirar endavant	146.09-150.31	clips/pa-031__tirar-endavant__146.09.wav	sí	no	sí	no	no	que s'havia de tirar endavant de la manera que fos.	de la manera que fos i que s'havia de dir en davant de la manera que fos.
pa-033	tirar endavant	135.69-141.51	clips/pa-033__tirar-endavant__135.69.wav	sí	sí	sí	sí	sí	i havia vingut aquí a tirar endavant tot aquest projecte.	i ha vingut aquí a tirar endavant tot aquest projecte.
pa-034	tirar endavant	690.33-695.67	clips/pa-034__tirar-endavant__690.33.wav	sí	sí	sí	sí	sí	Però, esclar, també d'entendre que si volíem tirar endavant.	No? Però clar, també d'entendre que si volíem tirar endavant.
pa-041	tirar endavant	102.25-106.75	clips/pa-041__tirar-endavant__102.25.wav	sí	sí	sí	sí	sí	per tirar endavant l'escola, un ensenyament propi del país.	i per tirar endavant l'escola un enseniment pròpid del país.
pa-056	tirar endavant	185.53-189.19	clips/pa-056__tirar-endavant__185.53.wav	sí	sí	sí	sí	sí	i estem d'acord? Doncs vam tirar endavant.	I ja estem d'acord, doncs vam tirar endavant.
pa-057	tirar endavant	56.61-63.15	clips/pa-057__tirar-endavant__56.61.wav	sí	sí	sí	sí	sí	i que vesim també d'autodisoldre per la incapacitat de poder tirar endavant.	puguessin avançar i que vesim també d'autodisoldre per incapacitat de poder tirar endavant.
pa-059	tirar endavant	49.77-54.87	clips/pa-059__tirar-endavant__49.77.wav	sí	sí	sí	sí	sí	per fer les decisions com per poder tirar endavant amb tot el que era la justícia,	com per poder tirar endavant en tot lo que era la justícia,  l'immigració.
pa-003	ensenyança	279.69-286.23	clips/pa-003__ensenyan-a__279.69.wav	sí	no	sí	no	no	que s'integre amb una primera ensenyança de sistemes educatius estrangers?	que s'integre amb una primera enseñanza de sistemes educatius estrangers.
pa-041	ensenyança	523.25-531.75	clips/pa-041__ensenyan-a__523.25.wav	sí	sí	sí	sí	sí	I aquest material pedagògic, que tingués continuïtat,  també de cara a tota la primera ensenyança.	I aquest material pedagogic que tingués continuïtat també de cara a tota la primera ensenyança.
pa-002	reformeta	12.25-17.75	clips/pa-002__reformeta__12.25.wav	sí	no	sí	no	no	per molt que s'hagués fet, el que se'n va dir reformeta,	Però no que s'hagués fet que s'havia de reformar-te.
pa-022	reformeta	125.53-130.67	clips/pa-022__reformeta__125.53.wav	sí	sí	sí	sí	sí	Ara toqui. Portava menys a l'arradera de la reformeta,  de no sé què, que no s'acaba.	de la reformeta, de no sé què, que no s'ha acabat.
pa-025	reformeta	1085.53-1091.51	clips/pa-025__reformeta__1085.53.wav	sí	sí	sí	sí	sí	que volia donar una reformeta més arregladeta.	d'una reformeta vice, més arregladeta.
pa-026	reformeta	138.61-145.67	clips/pa-026__reformeta__138.61.wav	sí	sí	sí	sí	sí	La diferència és que la reformeta tractava amb assaig.	ho vam aconseguir. La diferència és que la reformeta tractàvem missatge.
pa-034	reformeta	191.33-198.59	clips/pa-034__reformeta__191.33.wav	sí	sí	sí	sí	sí	que el país vol dir-ho necessitàvem.  Vull dir que estàveu fent de reformeta,	El país vull necessitar, que està viciant de reformeta,
pa-038	reformeta	1821.69-1828.07	clips/pa-038__reformeta__1821.69.wav	sí	sí	sí	sí	sí	o com vulguis, segueixen contentat amb una reformeta.	que ho vulguis, s'agressen a contentar-te amb una reformeta.
pa-055	reformeta	139.05-145.83	clips/pa-055__reformeta__139.05.wav	sí	sí	sí	sí	sí	La diferència és que la reformeta tractava amb missatges.	La diferència és que la reformeta tracta ben missatge.
