id_persona	categoria	candidat	referencia	indicador_automatic	estat_indicador	observacio_auditiva
pa-062	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=padrí=3;Canillo=1 (ASR)	candidat lèxic; validar àudio	
pa-062	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=padrí=3;Canillo=1 (ASR)	candidat lèxic; validar àudio	
pa-062	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=71 (ASR)	indicador textual; validar àudio	
pa-062	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=4;bueno=1;clar=3;doncs=3;és a dir=2;o sigui=4;vull dir=10;diguem=2;evidentment=4;perquè=31;per tant=1;no?=1	indicador textual; validar àudio	
pa-062	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=144.82; f0_sd_hz=246.07; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-062	variació	localitat i generació	Rabassa; ALDC	Canillo	contextual; no prova varietat	
pa-062	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-063	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-063	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-063	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-063	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-063	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-063	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-063	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-063	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-063	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-063	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-063	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-063	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-063	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-063	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=52 (ASR)	indicador textual; validar àudio	
pa-063	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=12;bueno=1;clar=3;doncs=7;llavors=5;aleshores=4;o sigui=6;vull dir=1;a veure=3;perquè=51;per tant=5;a nivell=2;no?=2	indicador textual; validar àudio	
pa-063	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=63.11; f0_sd_hz=53.44; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-063	variació	localitat i generació	Rabassa; ALDC	pendent de documentació	contextual; no prova varietat	
pa-063	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-064	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-064	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-064	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-064	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-064	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-064	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-064	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-064	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-064	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-064	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-064	lèxic	variants occidentals	ALDC; Veny	formes_territorials=veguer=1;padrí=1;Massana=2 (ASR)	candidat lèxic; validar àudio	
pa-064	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=veguer=1;padrí=1;Massana=2 (ASR)	candidat lèxic; validar àudio	
pa-064	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=veguer=1;padrí=1;Massana=2 (ASR)	candidat lèxic; validar àudio	
pa-064	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=60 (ASR)	indicador textual; validar àudio	
pa-064	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=6;clar=3;doncs=7;llavors=5;és a dir=7;o sigui=7;a veure=3;evidentment=1;perquè=20;per tant=3;no?=1	indicador textual; validar àudio	
pa-064	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=148.43; f0_sd_hz=159.91; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-064	variació	localitat i generació	Rabassa; ALDC	Andorra; vinculació documentada amb la policia	contextual; no prova varietat	
pa-064	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-065	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-065	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-065	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-065	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-065	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-065	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-065	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-065	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-065	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-065	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-065	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comú=1;santuari=4;Canillo=3 (ASR)	candidat lèxic; validar àudio	
pa-065	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comú=1;santuari=4;Canillo=3 (ASR)	candidat lèxic; validar àudio	
pa-065	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comú=1;santuari=4;Canillo=3 (ASR)	candidat lèxic; validar àudio	
pa-065	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=41 (ASR)	indicador textual; validar àudio	
pa-065	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=6;bueno=3;clar=13;doncs=23;llavors=8;aleshores=15;de fet=1;és a dir=7;o sigui=4;vull dir=1;a veure=6;perquè=34;per tant=6;a nivell=2	indicador textual; validar àudio	
pa-065	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=118.07; f0_sd_hz=280.02; pausa_mediana_s=0.10	descriptor acústic; no és tret confirmat	
pa-065	variació	localitat i generació	Rabassa; ALDC	Canillo	contextual; no prova varietat	
pa-065	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-066	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-066	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-066	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-066	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-066	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-066	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-066	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-066	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-066	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-066	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-066	lèxic	variants occidentals	ALDC; Veny	formes_territorials=aiguats=1;Escaldes=4;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-066	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=aiguats=1;Escaldes=4;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-066	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=aiguats=1;Escaldes=4;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-066	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=65 (ASR)	indicador textual; validar àudio	
pa-066	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=3;bueno=1;llavors=2;de fet=1;evidentment=2;perquè=5;per tant=2;a nivell=1;no?=1	indicador textual; validar àudio	
pa-066	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=103.92; f0_sd_hz=528.01; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-066	variació	localitat i generació	Rabassa; ALDC	pendent de documentació	contextual; no prova varietat	
pa-066	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
